Sentence_ID,Token,Label
22,trink,n
22,nur,n
22,safari,n
22,",",n
22,bratan,n
22,",",n
22,fick,B-B
22,auf,n
22,powerade,n
22,hahahaha,n
22,.,n
23,ey,n
23,",",n
23,wie,n
23,kann,n
23,ich,n
23,hier,n
23,nur,n
23,diesen,n
23,hässlichen,n
23,krüppel,B-B
23,zerfetzen,n
23,.,n
24,bis,n
24,aus,n
24,euren,n
24,hurensohnköpfen,B-B
24,etwas,n
24,rotes,n
24,rausläuft,n
24,.,n
25,yeah,n
25,",",n
25,du,n
25,bist,n
25,chancenlos,n
25,auf,n
25,der,n
25,bühne,n
25,.,n
26,er,n
26,muss,n
26,ja,n
26,sein,n
26,face,n
26,die,n
26,ganze,n
26,zeit,n
26,unter,n
26,seiner,n
26,mütze,n
26,verstecken,n
26,.,n
27,ging's,n
27,mir,n
27,um,n
27,fame,n
27,",",n
27,kolleg,n
27,",",n
27,wär,n
27,ich,n
27,jetzt,n
27,bei,n
27,385.,n
28,eine,n
28,kugel,n
28,",",n
28,sie,n
28,reicht,n
28,für,n
28,dich,n
28,sohn,n
28,einer,n
28,slut,B-B
28,.,n
29,die,n
29,kleine,n
29,bitch,B-B
29,findet,n
29,mich,n
29,geil,n
29,.,n
30,wer,n
30,will,n
30,beef,n
30,mit,n
30,mir,n
30,?,n
30,capital,n
30,",",n
30,ich,n
30,ficke,B-B
30,alle,n
30,",",n
30,alle,n
30,.,n
31,headshot,n
31,kennedy,n
31,",",n
31,fick,B-B
31,deine,n
31,family,n
31,.,n
32,und,n
32,wie,n
32,sie,n
32,alle,n
32,hießen,n
32,auf,n
32,dein'm,n
32,weg,n
32,bis,n
32,ganz,n
32,nach,n
32,oben,n
32,",",n
32,du,n
32,alte,n
32,snitch,B-B
32,.,n
33,ey,n
33,",",n
33,euer,n
33,crewmaskottchen,n
33,ist,n
33,ein,n
33,blowjob,B-B
33,.,n
34,bitch,B-B
34,",",n
34,ich,n
34,bin,n
34,fame,n
34,",",n
34,fick,B-B
34,dein,n
34,kamerateam,n
34,.,n
35,radikal,n
35,sorge,n
35,ich,n
35,dafür,n
35,",",n
35,dass,n
35,die,n
35,kleinen,n
35,wichser,B-B
35,bar,n
35,bezahlen,n
35,.,n
36,ihr,n
36,habt,n
36,gay,n
36,patentiert,n
36,",",n
36,macht,n
36,auf,n
36,fuck,B-B
36,fake,n
36,friends,n
36,.,n
37,du,n
37,kriegst,n
37,schrotteile,n
37,ab,n
37,",",n
37,nutte,B-B
37,",",n
37,all,n
37,eyes,n
37,on,n
37,us,n
37,.,n
38,jetzt,n
38,kommen,n
38,die,n
38,deutschrappenden,n
38,kings,n
38,",",n
38,alles,n
38,andre,n
38,sind,n
38,nur,n
38,fotzen,B-B
38,.,n
39,bitches,B-B
39,auf,n
39,dem,n
39,beifahrersitz,n
39,.,n
40,rapper,n
40,wollen,n
40,beef,n
40,–,n
40,irgend,n
40,einen,n
40,.,n
41,this,n
41,is,n
41,z,n
41,",",n
41,ich,n
41,bleib,n
41,',n
41,untergrund,n
41,.,n
42,ich,n
42,ficke,B-B
42,deinen,n
42,piss,B-B
42,fame,n
42,!,n
43,deine,n
43,bitch,B-B
43,zu,n
43,ficken,B-B
43,kostet,n
43,mich,n
43,ne,n
43,autofahrt,n
43,.,n
44,all,n
44,the,n
44,way,n
44,up,n
44,aus,n
44,der,n
44,mittelschicht,n
44,ey,n
44,.,n
45,aber,n
45,er,n
45,sagt,n
45,:,n
45,nein,n
45,",",n
45,shit,B-B
45,",",n
45,ich,n
45,hab,n
45,keinen,n
45,vater,n
45,parat,n
45,!,n
46,ah,n
46,",",n
46,jetzt,n
46,wird,n
46,deine,n
46,slut,B-B
46,gebumst,B-B
46,",",n
46,sie,n
46,kriegt,n
46,meinen,n
46,schwanz,B-B
46,in,n
46,mund,n
46,.,n
47,bitch,B-B
47,lauf,n
47,",",n
47,sonst,n
47,fick,B-B
47,ich,n
47,deine,n
47,bitch,B-B
47,auch,n
47,.,n
48,ich,n
48,lieb,n
48,diesen,n
48,ghetto,n
48,scheiß,B-B
48,born,n
48,to,n
48,be,n
48,wild,n
49,alle,n
49,sind,n
49,auf,n
49,keep,n
49,it,n
49,real,n
49,unterwegs,n
49,keep,n
49,it,n
49,real,n
49,.,n
50,ich,n
50,ficke,B-B
50,dich,n
50,und,n
50,deine,n
50,mom,n
50,bei,n
50,fifa,n
50,.,n
51,wolln,n
51,den,n
51,alten,n
51,mighty,n
51,wieder,n
51,",",n
51,nicht,n
51,mehr,n
51,deep,n
51,",",n
51,kein,n
51,problem,n
51,!,n
52,nigga,B-B
52,",",n
52,ich,n
52,pack,n
52,',n
52,heat,n
52,und,n
52,ich,n
52,bin,n
52,ready,n
52,für,n
52,den,n
52,krieg,n
52,.,n
53,ich,n
53,geb,n
53,power,n
53,power,n
53,",",n
53,hinter,n
53,mir,n
53,die,n
53,bras,n
53,wie,n
53,eine,n
53,mauer,n
53,ja,n
53,.,n
54,ich,n
54,bin,n
54,kaffer,B-B
54,",",n
54,ich,n
54,bin,n
54,unübertreffbar,n
54,.,n
55,du,n
55,und,n
55,deine,n
55,family,n
55,?,n
55,schwuchtel,B-B
55,!,n
56,ich,n
56,komm,n
56,mit,n
56,jungs,n
56,aus,n
56,stalingrad,n
56,",",n
56,zeig,n
56,euch,n
56,wie,n
56,man,n
56,money,n
56,macht,n
56,.,n
57,yeah,n
57,",",n
57,du,n
57,denkst,n
57,",",n
57,du,n
57,wärst,n
57,ein,n
57,nigga,B-B
57,von,n
57,der,n
57,westcoast,n
57,.,n
58,push,n
58,die,n
58,preise,n
58,nach,n
58,oben,n
58,mit,n
58,reineren,n
58,drogen,n
58,drogen,n
58,.,n
59,bringt,n
59,dann,n
59,die,n
59,säcke,n
59,zum,n
59,kompost,n
59,und,n
59,blowt,B-B
59,den,n
59,prächtigen,n
59,boss-cock,B-B
59,.,n
60,full,n
60,",",n
60,das,n
60,ist,n
60,wahre,n
60,liebe,n
60,!,n
61,mit,n
61,day-date,n
61,am,n
61,arm,n
61,in,n
61,der,n
61,u-bahn,n
61,fahren,n
61,.,n
62,wenn,n
62,ich,n
62,sterbe,n
62,",",n
62,ja,n
62,",",n
62,dann,n
62,hörn,n
62,sie,n
62,meine,n
62,lost,n
62,tapes,n
62,",",n
62,ja,n
62,.,n
63,shit,B-B
63,ich,n
63,bin,n
63,boss,n
63,.,n
64,bitches,B-B
64,",",n
64,sie,n
64,finden,n
64,die,n
64,prolligen,n
64,arme,n
64,grauenvoll,n
64,wie,n
64,sonny,n
64,blacks,n
64,haare,n
64,.,n
65,wir,n
65,habn,n
65,ein,n
65,movement,n
65,geprägt,n
65,",",n
65,deutschraps,n
65,zukunft,n
65,geprägt,n
65,.,n
66,ich,n
66,schieb,n
66,mit,n
66,bitches,B-B
66,aus,n
66,dem,n
66,radio,n
66,nummern,n
66,.,n
67,push,n
67,",",n
67,push,n
67,bis,n
67,zur,n
67,cartier,n
67,push,n
67,.,n
68,rauche,n
68,cheese,n
68,",",n
68,kein,n
68,gouda,n
68,",",n
68,ja,n
68,nein,n
68,.,n
69,ah,n
69,",",n
69,was,n
69,ist,n
69,das,n
69,für,n
69,ein,n
69,muschibattle,B-B
69,?,n
70,polizeikontrolle,n
70,",",n
70,kickdown,n
70,",",n
70,was,n
70,solls,n
70,.,n
71,dein,n
71,chick,B-B
71,ist,n
71,ne,n
71,broke-ass-bitch,B-B
71,",",n
71,denn,n
71,ich,n
71,fick,B-B
71,sie,n
71,",",n
71,bis,n
71,ihr,n
71,steißbein,n
71,bricht,n
71,.,n
72,rapper,n
72,sind,n
72,im,n
72,erdgeschoss,n
72,",",n
72,ah,n
72,",",n
72,wir,n
72,sind,n
72,auf,n
72,dem,n
72,rooftop,n
72,.,n
73,du,n
73,ziehst,n
73,deinen,n
73,schwanz,B-B
73,und,n
73,fickst,B-B
73,wie,n
73,eine,n
73,hinterhältige,n
73,möse,B-B
73,.,n
74,dieser,n
74,boy,n
74,braucht,n
74,das,n
74,money,n
74,und,n
74,ein,n
74,bisschen,n
74,von,n
74,dem,n
74,fame,n
74,.,n
75,nako,n
75,is,n
75,king,n
75,",",n
75,mutterficker,B-B
75,vergeben,n
75,.,n
76,zu,n
76,fuß,n
76,gehen,n
76,ist,n
76,safer,n
76,als,n
76,n,n
76,beamer,n
76,zu,n
76,fahren,n
76,.,n
77,und,n
77,wenn,n
77,ich,n
77,deep,n
77,spit,n
77,nehmen,n
77,diese,n
77,ficker,B-B
77,mich,n
77,nicht,n
77,ernst,n
77,.,n
78,nur,n
78,noch,n
78,cash,n
78,in,n
78,mei'm,n
78,head,n
78,",",n
78,jeder,n
78,song,n
78,ist,n
78,ein,n
78,brett,n
78,.,n
79,easy,n
79,",",n
79,kollege,n
79,",",n
79,das,n
79,regeln,n
79,wir,n
79,ey,n
79,.,n
80,rap,n
80,am,n
80,mittwoch,n
80,",",n
80,ich,n
80,fick,B-B
80,deine,n
80,bitch,B-B
80,doch,n
80,",",n
80,ins,n
80,loch,n
80,.,n
81,du,n
81,kannst,n
81,meinen,n
81,cock,B-B
81,blasen,B
81,.,n
82,bitch,B-B
82,",",n
82,ihr,n
82,seid,n
82,wack,n
82,",",n
82,kein,n
82,respekt,n
82,vor,n
82,euch,n
82,",",n
82,deutscher,n
82,rap,n
82,juckt,n
82,mich,n
82,ein'n,n
82,scheißdreck,B-B
82,.,n
83,cash,n
83,all-green,n
83,wie,n
83,ein,n
83,ganja-verkäufer,n
83,.,n
84,der,n
84,hurensohn,B-B
84,hat,n
84,nix,n
84,zu,n
84,tun,n
84,.,n
85,ich,n
85,ficke,B-B
85,deinen,n
85,bitchbart,B-B
85,!,n
86,capital,n
86,bra,n
86,",",n
86,ich,n
86,komm,n
86,",",n
86,ich,n
86,ficke,B-B
86,dein'n,n
86,bitchrap,B-B
86,.,n
87,du,n
87,denkst,n
87,",",n
87,du,n
87,wärst,n
87,hier,n
87,fresh,n
87,der,n
87,held,n
87,.,n
88,was,n
88,für,n
88,bad-boys,n
88,?,n
88,ihr,n
88,seid,n
88,dreckstoys,B-B
88,for,n
88,life,n
88,.,n
89,ich,n
89,guck,n
89,diese,n
89,nutte,B-B
89,an,n
89,",",n
89,du,n
89,bist,n
89,whack,n
89,",",n
89,bitch,B-B
89,.,n
90,ich,n
90,zerhau,n
90,dich,n
90,pisser,B-B
90,",",n
90,yeah,n
90,!,n
91,fuck,B-B
91,mich,n
91,ab,n
91,und,n
91,ich,n
91,ficke,B-B
91,deine,n
91,schwangere,n
91,frau,n
91,.,n
92,hör,n
92,mal,n
92,zu,n
92,",",n
92,du,n
92,schwanzlutscher,B-B
92,",",n
92,mach,n
92,deine,n
92,hand,n
92,runter,n
92,.,n
93,und,n
93,nochmal,n
93,chillen,n
93,mit,n
93,paar,n
93,vollidioten,B-B
93,",",n
93,tankstelle,n
93,",",n
93,ja,n
93,.,n
94,wir,n
94,zwei,n
94,sind,n
94,ein,n
94,bündnis,n
94,for,n
94,life,n
94,",",n
94,der,n
94,körper,n
94,klar,n
94,definiert,n
95,von,n
95,deiner,n
95,mutter,n
95,du,n
95,nuttensohn,B-B
95,?,n
96,deine,n
96,mutter,n
96,will,n
96,mein,n
96,cock,B-B
96,und,n
96,zwar,n
96,zu,n
96,krass,n
96,.,n
97,ey,n
97,",",n
97,du,n
97,bist,n
97,so,n
97,scheiße,B-B
97,du,n
97,bist,n
97,n,n
97,hurenschleimer,B-B
97,.,n
98,wenn,n
98,ich,n
98,komm,n
98,",",n
98,motherfucker,B-B
98,",",n
98,dann,n
98,bist,n
98,du,n
98,nur,n
98,flöten,n
98,.,n
99,ich,n
99,zahle,n
99,gar,n
99,nix,n
99,",",n
99,miese,n
99,punanis,B-B
99,.,n
100,69,n
100,",",n
100,pussy,B-B
100,",",n
100,suck,B-B
100,",",n
100,facedrive,B-B
100,.,n
101,okay,n
101,",",n
101,du,n
101,kommst,n
101,gegen,n
101,meinen,n
101,bro,n
101,an,n
101,",",n
101,er,n
101,ist,n
101,stoned,n
101,.,n
102,falscher,n
102,ort,n
102,",",n
102,aber,n
102,richtiger,n
102,zeitpunkt,n
102,.,n
103,ja,n
103,",",n
103,jetzt,n
103,steigt,n
103,deine,n
103,schlampe,B-B
103,ein,n
103,.,n
104,ey,n
104,",",n
104,yo,n
104,",",n
104,dieser,n
104,bastard,B-B
104,sieht,n
104,wie,n
104,ein,n
104,homo,B-B
104,aus,n
104,.,n
105,der,n
105,drecksbulle,B-B
105,hält,n
105,mich,n
105,an,n
105,",",n
105,ich,n
105,habe,n
105,nix,n
105,gestohln,n
105,.,n
106,denn,n
106,hurensöhne,B-B
106,halten,n
106,fresse,n
106,wie,n
106,ein,n
106,pantomim,n
106,.,n
107,nutte,B-B
107,",",n
107,du,n
107,machst,n
107,auf,n
107,kanackenfreestyle,B-B
107,.,n
108,deine,n
108,mama,n
108,fragt,n
108,shit,B-B
108,",",n
108,war,n
108,dein,n
108,vater,n
108,da,n
108,?,n
109,ich,n
109,hab,n
109,den,n
109,nacken,n
109,voller,n
109,diamonds,n
109,.,n
110,was,n
110,isn,n
110,los,n
110,bei,n
110,dir,n
110,?,n
110,ey,n
110,",",n
110,ich,n
110,guck,n
110,deine,n
110,hoe,B-B
110,an,n
110,und,n
110,ich,n
110,krepier,n
110,.,n
111,du,n
111,bist,n
111,ne,n
111,richtige,n
111,hurentochter,B-B
111,.,n
112,uh,n
112,",",n
112,ah,n
112,",",n
112,spotify-rich,n
112,.,n
113,back,n
113,on,n
113,the,n
113,streets,n
113,",",n
113,weil,n
113,das,n
113,feuer,n
113,grade,n
113,neu,n
113,entfacht,n
113,.,n
114,kirros,n
114,connecten,n
114,bis,n
114,prishtina,n
114,haha,n
114,.,n
115,die,n
115,ganzen,n
115,wichser,B-B
115,wollen,n
115,ran,n
115,an,n
115,unsre,n
115,scheine,n
115,.,n
116,deine,n
116,bitch,B-B
116,macht,n
116,einen,n
116,auf,n
116,treu,n
116,",",n
116,doch,n
116,mittlerweile,n
116,fickt,B-B
116,die,n
116,torte,n
116,jeder,n
116,.,n
117,i,n
117,love,n
117,you,n
117,enissa,n
117,amani,n
117,.,n
118,so,n
118,viele,n
118,bitches,B-B
118,",",n
118,die,n
118,mich,n
118,liken,n
118,na,n
118,na,n
118,na,n
118,na,n
118,.,n
119,dein,n
119,schwanz,B-B
119,ist,n
119,über,n
119,miesen,n
119,",",n
119,sick,n
119,",",n
119,yo,n
119,.,n
120,ach,n
120,",",n
120,lass,n
120,die,n
120,huren,B-B
120,reden,n
120,",",n
120,ich,n
120,will,n
120,ein,n
120,gutes,n
120,leben,n
120,.,n
121,ja,n
121,",",n
121,ich,n
121,weiß,n
121,",",n
121,dass,n
121,du,n
121,das,n
121,alles,n
121,scheiße,B-B
121,findest,n
121,",",n
121,aber,n
121,es,n
121,bleiben,n
121,bitches,B-B
122,mein,n
122,fünfhunderter,n
122,macht,n
122,lärm,n
122,",",n
122,weil,n
122,ich,n
122,aus,n
122,der,n
122,hood,n
122,komm,n
122,.,n
123,jeder,n
123,pisser,B-B
123,mit,n
123,nem,n
123,beat,n
123,träumt,n
123,vom,n
123,rapstarlife,n
123,.,n
124,mit,n
124,disco-hoes,B-B
124,und,n
124,diskutieren,n
124,stundenlang,n
124,auf,n
124,whiskey-coke,n
124,.,n
125,nutte,B-B
125,",",n
125,ich,n
125,übernehm,n
125,das,n
125,business,n
125,",",n
125,bro,n
125,",",n
125,mit,n
125,sicken,n
125,flows,n
125,.,n
126,macht,n
126,mal,n
126,lärm,n
126,für,n
126,den,n
126,coolen,n
126,motherfucker,B-B
126,!,n
127,und,n
127,ich,n
127,gebe,n
127,keinen,n
127,fick,B-B
127,",",n
127,denn,n
127,der,n
127,boy,n
127,ist,n
127,viel,n
127,zu,n
127,fly,n
127,.,n
128,es,n
128,ist,n
128,z,n
128,",",n
128,motherfucker,B-B
128,",",n
128,der,n
128,in,n
128,deiner,n
128,fotze,B-B
128,brennt,n
128,",",n
128,haha,n
128,.,n
129,moscow,n
129,unterwelt,n
129,",",n
129,welcome,n
129,in,n
129,the,n
129,rich,n
129,world,n
129,.,n
130,pussy,B-B
130,",",n
130,bin,n
130,in,n
130,der,n
130,probezeit,n
130,nicht,n
130,drogenfrei,n
130,",",n
130,sondern,n
130,sowas,n
130,von,n
130,high,n
130,.,n
131,denn,n
131,ich,n
131,mache,n
131,es,n
131,viel,n
131,zu,n
131,easy,n
131,.,n
